movieId,embedding
608.0,"[-0.15796659886837006, 0.059793874621391296, 0.2193908542394638, -0.0796278640627861, 0.07753083109855652, 0.16403968632221222, -0.052332453429698944, 0.1325753629207611, 0.02725709043443203, -0.06611225008964539, 0.2839812934398651, 0.037913382053375244, 0.16530071198940277, 0.32369643449783325, -0.21687844395637512, -0.41322481632232666, -0.016057616099715233, 0.1550004780292511, 0.11254742741584778, 0.04894403740763664, -0.17049895226955414, 0.2002842128276825, 0.05580396205186844, -0.05514267086982727, 0.32562679052352905, 0.22220908105373383, 0.04502824321389198, -0.294847309589386, -0.03735697641968727, -0.24701105058193207, 0.058716580271720886, 0.04193059355020523]"
609.0,"[-0.16060605645179749, 0.0008199126459658146, 0.1646873950958252, 0.10635805875062943, 0.27184829115867615, -0.2679681181907654, 0.07503226399421692, 0.0758393406867981, -0.1925947368144989, 0.08761368691921234, 0.3931591212749481, -0.20301708579063416, 0.014724972657859325, -0.01243269070982933, 0.03775079548358917, 0.07027648389339447, 0.10268955677747726, 0.09850874543190002, -0.23518261313438416, 0.06449110060930252, 0.16772185266017914, 0.3669346272945404, -0.11204233765602112, -0.2657439112663269, 0.26047512888908386, 0.06081772223114967, 0.03268999978899956, 0.03417937457561493, 0.2615585923194885, 0.14605556428432465, 0.20465394854545593, 0.01765391416847706]"
612.0,"[-0.003375400323420763, -0.12606088817119598, 0.18528693914413452, -0.12563517689704895, 0.17664873600006104, -0.09853855520486832, -0.06577364355325699, -0.14368286728858948, 0.016995690762996674, 0.2190571278333664, 0.29585638642311096, -0.131424218416214, 0.31303954124450684, -0.09165466576814651, 0.40871843695640564, 0.11501804739236832, -0.21588031947612762, 0.1500333845615387, -0.33268535137176514, 0.007632402237504721, 0.11965624243021011, 0.07866191118955612, 0.09698835015296936, 0.11762802302837372, 0.3651936650276184, 0.006089204456657171, -0.11466504633426666, -0.06752379983663559, -0.13608328998088837, -0.122032530605793, -0.14163921773433685, -0.012650411576032639]"
613.0,"[0.038595788180828094, -0.11422045528888702, 0.4737255871295929, -0.0442289337515831, 0.05997311696410179, -0.13926370441913605, -0.07002826780080795, 0.09541383385658264, 0.12434729188680649, -0.10767941921949387, 0.3399752080440521, -0.20370827615261078, 0.1295551359653473, 0.14278900623321533, 0.3092464506626129, -0.19428621232509613, -0.21241767704486847, 0.16221632063388824, 0.037264350801706314, -0.09802118688821793, 0.1304822564125061, 0.10896237939596176, 0.15835122764110565, -0.014983260072767735, 0.3824364244937897, -0.09083114564418793, 0.10363031178712845, -0.1874319463968277, 0.16051721572875977, -0.010215564630925655, 0.041644684970378876, 0.05281461402773857]"
614.0,"[-0.12458453327417374, -0.1331062614917755, 0.06633252650499344, 0.40232181549072266, 0.1985640823841095, -0.18582043051719666, -0.007533696945756674, -0.13629618287086487, 0.12827076017856598, 0.13744601607322693, 0.34165626764297485, 0.16733163595199585, 0.04812229797244072, -0.2614572048187256, 0.07946337759494781, 0.19617608189582825, 0.12020345777273178, 0.12091488391160965, -0.11488083004951477, -0.028469018638134003, 0.13508008420467377, 0.02764447033405304, -0.1025613471865654, -0.03946125507354736, 0.5105572938919067, -0.06712047755718231, -0.030785104259848595, 0.21212254464626312, -0.09733764082193375, 0.12176883220672607, 0.0026756783481687307, -0.052614156156778336]"
615.0,"[0.10701202601194382, 0.09955234825611115, 0.14904700219631195, 0.14585889875888824, 0.0052834502421319485, -0.0601140595972538, -0.08593069761991501, -0.005862205754965544, -0.03475325554609299, -0.21820342540740967, 0.4250623881816864, -0.06707267463207245, 0.0060786353424191475, 0.0544443316757679, -0.11330046504735947, -0.2849373519420624, 0.14293505251407623, 0.10153412818908691, 0.046038150787353516, -0.12184067070484161, 0.014030719175934792, -0.10976878553628922, 0.07224888354539871, 0.02606656588613987, 0.6436679363250732, 0.15358178317546844, 0.21384701132774353, -0.07987874746322632, -0.030670739710330963, 0.005018461495637894, -0.13865087926387787, 0.1304474174976349]"
616.0,"[-0.007844277657568455, -0.0642341747879982, 0.4569645822048187, -0.10282891243696213, 0.11858976632356644, -0.06461133062839508, -0.11915720254182816, 0.015624009072780609, 0.15561598539352417, -0.0258024949580431, 0.3060518205165863, -0.16202527284622192, 0.17679446935653687, 0.005402965005487204, 0.40141579508781433, -0.13765819370746613, -0.06591036170721054, 0.22972427308559418, -0.01500452309846878, -0.08943987637758255, 0.21116261184215546, 0.16690120100975037, 0.26949626207351685, -0.03821324557065964, 0.385538250207901, 0.00984604936093092, -0.047074802219867706, -0.09559966623783112, 0.11470598727464676, 0.02845853939652443, -0.024951130151748657, 0.031800493597984314]"
617.0,"[-0.022713635116815567, -0.11078006774187088, 0.04232561215758324, -0.07841438800096512, -0.011290190741419792, 0.07686303555965424, 0.15632551908493042, 0.005821999162435532, -0.44969359040260315, 0.06924696266651154, 0.462200403213501, -0.14036424458026886, 0.029426857829093933, 0.18463216722011566, -0.003495971905067563, -0.12923111021518707, -0.14493343234062195, 0.07014966756105423, -0.2539594769477844, -0.07686760276556015, -0.07081159204244614, -0.1013631820678711, -0.21628664433956146, 0.11878316849470139, 0.44176194071769714, 0.14223115146160126, 0.07100604474544525, -0.20889705419540405, -0.08780675381422043, 0.00015227017865981907, -0.09753523766994476, -0.054321955889463425]"
618.0,"[-0.003801393788307905, -0.17161594331264496, 0.4005536437034607, 0.12043564021587372, 0.09883910417556763, -0.2686399817466736, -0.14396528899669647, -0.015242321416735649, 0.1182437464594841, 0.08770865201950073, 0.27477243542671204, -0.025664258748292923, 0.006560073234140873, -0.1448732167482376, 0.4191505014896393, 0.10308968275785446, -0.21826955676078796, 0.2323744148015976, -0.21182507276535034, -0.06120448559522629, 0.17922791838645935, 0.1473606526851654, 0.01835932768881321, 0.0671602264046669, 0.35091274976730347, -0.18280869722366333, -0.03492958843708038, 0.0563126876950264, -0.03009660728275776, 0.12655183672904968, -0.015167667530477047, -0.021676018834114075]"
619.0,"[-0.09013339132070541, 0.0987059473991394, -0.3629010319709778, -0.036215972155332565, 0.17783649265766144, 0.02296741120517254, 0.167735755443573, -0.08056151121854782, -0.2559986710548401, 0.17709879577159882, 0.3591768443584442, 0.028277691453695297, 0.08923037350177765, -0.17319807410240173, 0.2134968638420105, 0.3971676826477051, 0.14634425938129425, 0.2152603268623352, -0.10944065451622009, 0.10109345614910126, 0.1663309782743454, -0.1180923581123352, -0.04701010137796402, 0.09347032755613327, 0.25919896364212036, -0.13815507292747498, -0.15934303402900696, 0.059111811220645905, -0.07637457549571991, -0.0848863273859024, 0.12626919150352478, -0.1664591133594513]"
621.0,"[0.11130889505147934, 0.312494158744812, -0.01318410038948059, -0.05148596689105034, 0.05835339426994324, -0.04550930857658386, -0.09541133046150208, 0.018545158207416534, -0.2904506027698517, -0.18986327946186066, 0.45997101068496704, -0.08756035566329956, -0.03778701275587082, 0.24222059547901154, 0.02833034284412861, -0.285778671503067, 0.07550156861543655, 0.2740364372730255, 0.009402071125805378, 0.016634350642561913, -0.13140195608139038, 0.05723155662417412, 0.038963183760643005, 0.11096431314945221, 0.3680403232574463, -0.025562051683664322, 0.08338057994842529, -0.29140350222587585, 0.07182452082633972, -0.15789277851581573, 0.12708769738674164, 0.015456931665539742]"
623.0,"[-0.18233607709407806, -0.0892619788646698, 0.04023531451821327, 0.18361896276474, 0.11488821357488632, 0.14762794971466064, 0.06591981649398804, -0.23798556625843048, 0.06738042831420898, 0.1750231683254242, 0.34762632846832275, -0.014522997662425041, 0.014889126643538475, 0.10131274908781052, 0.03094688057899475, 0.09768719226121902, -0.1881072223186493, 0.08983258903026581, -0.06256888061761856, 0.3257752060890198, -0.21982288360595703, 0.20134349167346954, -0.15063655376434326, -0.14357692003250122, 0.31650036573410034, -0.151558518409729, 0.0905667394399643, -0.2193787693977356, 0.17079122364521027, -0.159439355134964, 0.2448064684867859, -0.26571083068847656]"
624.0,"[-0.012026933953166008, -0.14101330935955048, 0.0028479236643761396, 0.27528116106987, 0.18127577006816864, -0.04368838667869568, -0.05741078406572342, -0.03024655394256115, 0.049893684685230255, 0.25806891918182373, 0.3218758702278137, 0.1878691017627716, -0.1981547474861145, -0.22186021506786346, 0.10058320313692093, 0.2002512663602829, 0.0740937739610672, 0.35948169231414795, -0.10614936053752899, 0.030688852071762085, 0.013838959857821465, 0.025511641055345535, -0.18572886288166046, -0.10232728719711304, 0.4472023546695709, -0.10810627043247223, -0.025224005803465843, 0.15397807955741882, -0.2643405795097351, -0.061468373984098434, 0.0802372619509697, 0.09828588366508484]"
626.0,"[-0.03030288778245449, -0.04783249273896217, 0.09009025245904922, 0.460292786359787, 0.1160278171300888, -0.1589232087135315, -0.06478800624608994, -0.13119164109230042, 0.05441058427095413, 0.07539501041173935, 0.4212776720523834, 0.06329561769962311, 0.004301244858652353, -0.14159172773361206, 0.1016620621085167, 0.08767680823802948, 0.09028103947639465, 0.1036490723490715, -0.09203503280878067, -0.04233447462320328, 0.07814442366361618, -0.06828977167606354, -0.11569416522979736, -0.05758905038237572, 0.6119893193244934, -0.09775076806545258, 0.09249088168144226, 0.10952087491750717, -0.07500442117452621, 0.1063075065612793, -0.05574043095111847, 0.08466076105833054]"
627.0,"[0.08521079272031784, -0.021885592490434647, 0.08708520233631134, 0.37391969561576843, 0.2506609559059143, -0.16523714363574982, -0.0678042620420456, -0.15774855017662048, 0.21329046785831451, -0.014787890017032623, 0.4456329345703125, -0.048132751137018204, 0.23821748793125153, 0.03626418113708496, -0.019013632088899612, 0.03553456813097, 0.03906683996319771, 0.01783360354602337, 0.022240955382585526, 0.025945398956537247, -0.06194202974438667, -0.05160834640264511, -0.14080989360809326, -0.042266082018613815, 0.4842436611652374, -0.22803948819637299, 0.08132835477590561, -0.07093340903520584, 0.17155492305755615, -0.20328544080257416, 0.09518559277057648, -0.09928689152002335]"
628.0,"[0.05218081921339035, 0.1310962438583374, 0.10294374823570251, -0.034050676971673965, 0.13783355057239532, -0.21715331077575684, 0.01725364848971367, 0.057192325592041016, -0.40618908405303955, -0.08868634700775146, 0.502803385257721, -0.2856578528881073, -0.03505624458193779, 0.1915428191423416, 0.06377909332513809, -0.14091715216636658, 0.014686957001686096, 0.20412078499794006, -0.12535563111305237, 0.040500935167074203, -0.027269452810287476, 0.19344915449619293, -0.0649811178445816, -0.05566144362092018, 0.2922482490539551, -0.05780501663684845, 0.1423734873533249, -0.1745002716779709, 0.21881265938282013, 0.030142076313495636, 0.18808330595493317, 0.033854562789201736]"
629.0,"[0.1042560487985611, -0.010188747197389603, 0.05654696375131607, 0.09450657665729523, 0.05601365119218826, 0.05345458164811134, 0.046683263033628464, -0.08364814519882202, -0.04918677359819412, -0.11594464629888535, 0.38887819647789, -0.1554642617702484, 0.23455661535263062, 0.3377363979816437, -0.12009359896183014, -0.25666406750679016, -0.044746238738298416, -0.07994487881660461, 0.018721546977758408, -0.0655096247792244, -0.19921733438968658, -0.199481800198555, -0.14423169195652008, 0.0492107979953289, 0.40213704109191895, -0.018366580829024315, 0.14584462344646454, -0.342656672000885, 0.1491727977991104, -0.2699148654937744, -0.0362304151058197, -0.09050851315259933]"
630.0,"[-0.13821139931678772, 0.0692838579416275, -0.11170214414596558, 0.2632753252983093, 0.181915745139122, 0.011789846234023571, -0.04106587916612625, 0.1080717146396637, -0.1155148446559906, 0.2780594825744629, 0.21871747076511383, 0.19722822308540344, -0.018871581181883812, -0.0007059528143145144, 0.2685620188713074, 0.1847696751356125, -0.267653226852417, 0.2166006714105606, -0.03823474794626236, -0.041035789996385574, 0.010843344032764435, 0.014762966893613338, -0.14692260324954987, -0.14998452365398407, 0.3897154629230499, -0.10336419939994812, 0.09317433089017868, -0.14366525411605835, -0.1822458803653717, -0.18078632652759552, 0.23513703048229218, 0.2906914949417114]"
631.0,"[-0.01778404228389263, 0.16274821758270264, -0.11495441943407059, 0.1431354135274887, 0.23338273167610168, -0.2277645468711853, -0.012595467269420624, 0.009664895944297314, -0.1518363505601883, -0.009449075907468796, 0.42628756165504456, 0.14174769818782806, -0.10797946900129318, -0.2048262655735016, 0.1342674046754837, 0.2544192969799042, 0.14932020008563995, 0.3514160215854645, -0.10289575159549713, 0.043748605996370316, 0.061242036521434784, 0.11688822507858276, -0.07581089437007904, 0.10750038176774979, 0.28780239820480347, -0.19206717610359192, -0.14685358107089996, 0.06571478396654129, 0.02923140861093998, -0.030272740870714188, 0.27095827460289, -0.24035178124904633]"
632.0,"[-0.07869264483451843, 0.12968412041664124, 0.21429261565208435, 0.012355697341263294, 0.046345945447683334, 0.039904117584228516, -0.01658785715699196, 0.06847159564495087, 0.04364287853240967, -0.1952185183763504, 0.3367196023464203, -0.09814392030239105, 0.06726466864347458, 0.3732052445411682, 0.0038264307659119368, -0.4396054446697235, 0.08401519805192947, 0.1293219029903412, 0.06264638900756836, -0.018561702221632004, -0.0021167139057070017, 0.10468844324350357, 0.07213282585144043, -0.09990278631448746, 0.39368975162506104, 0.11892402917146683, 0.12121783941984177, -0.3311222791671753, 0.20452377200126648, -0.15653641521930695, 0.0886828750371933, 0.015551663935184479]"
633.0,"[0.02124050445854664, -0.20603050291538239, 0.3574589192867279, -0.03550097718834877, 0.05579458922147751, -0.18704046308994293, -0.026885801926255226, -0.007281085476279259, -0.013281131163239479, 0.06077618896961212, 0.27597084641456604, -0.1285998672246933, 0.1292518973350525, -0.06858687847852707, 0.47734105587005615, 0.08371000736951828, -0.30987969040870667, 0.09126567840576172, -0.22760342061519623, -0.20434769988059998, 0.18276995420455933, 0.016838306561112404, 0.04172501713037491, 0.10555607825517654, 0.3801875412464142, -0.05735510587692261, -0.04365437850356102, -0.11338336020708084, 0.05883285403251648, 0.10880980640649796, -0.09939327090978622, -0.06394406408071518]"
634.0,"[-0.22594758868217468, -0.09673502296209335, -0.1844087541103363, 0.08141656219959259, 0.11733334511518478, 0.06794126331806183, 0.17263540625572205, -0.11133958399295807, -0.09853089600801468, 0.15219224989414215, 0.3115411400794983, 0.18447892367839813, -0.20435935258865356, -0.24357672035694122, 0.15228861570358276, 0.3162173330783844, 0.07757022976875305, 0.3034535050392151, -0.04389799013733864, 0.21394890546798706, 0.08768080174922943, 0.08870197832584381, -0.005929676815867424, -0.05638541281223297, 0.2995217740535736, -0.09061577916145325, -0.037700071930885315, 0.18671810626983643, -0.09794868528842926, 0.09707485139369965, 0.21300482749938965, -0.2948942482471466]"
635.0,"[-0.09762696176767349, 0.13252651691436768, 0.20449958741664886, 0.09061238169670105, 0.03891028091311455, -0.08879644423723221, -0.006181052420288324, -0.003303670324385166, -0.4055126905441284, 0.08693267405033112, 0.35119137167930603, -0.18345747888088226, -0.10924399644136429, 0.1258283108472824, 0.06326092034578323, -0.09151826798915863, 0.008084728382527828, 0.04699208214879036, -0.3820459842681885, -0.06289038807153702, 0.0016260795528069139, 0.20659297704696655, -0.27042195200920105, -0.12347026914358139, 0.2775736451148987, 0.15555499494075775, 0.02037137746810913, -0.2662876546382904, 0.24591287970542908, 0.16337242722511292, 0.03627113252878189, -0.0007968911086209118]"
636.0,"[-0.23040136694908142, -0.11655764281749725, 0.04103146120905876, 0.20031854510307312, 0.09911764413118362, -0.0009230991709046066, -0.009851423092186451, 0.07895973324775696, 0.008825425989925861, 0.3097943663597107, 0.12190518528223038, 0.2974522113800049, 0.05177446827292442, -0.3570835292339325, -0.022887831553816795, 0.4498496353626251, -0.06365171819925308, 0.08375042676925659, -0.09541689604520798, 0.013971652835607529, 0.053115423768758774, 0.13370655477046967, -0.27436769008636475, 0.10646870732307434, 0.10305142402648926, -0.1355084627866745, -0.2937091886997223, 0.18780259788036346, -0.1628105789422989, 0.11055930703878403, 0.09272734820842743, -0.1318005621433258]"
637.0,"[-0.3368328809738159, -0.13164007663726807, 0.03521529212594032, 0.19757305085659027, 0.01447985041886568, 0.1401631087064743, 0.1381063610315323, -0.23462224006652832, 0.1424649953842163, 0.07830007374286652, 0.263481080532074, 0.22392742335796356, -0.13434964418411255, -0.15383368730545044, 0.03925935924053192, 0.05734796077013016, 0.010260921902954578, 0.13586868345737457, -0.10994912683963776, 0.20468077063560486, 0.09159447252750397, 0.11845485866069794, 0.04639158025383949, -0.07997875660657883, 0.5439832806587219, 0.14204131066799164, 0.07753486931324005, 0.058354418724775314, -0.06755183637142181, 0.14734286069869995, 0.05493380129337311, -0.29000914096832275]"
638.0,"[-0.14974619448184967, 0.20845015347003937, 0.09920935332775116, 0.3642559051513672, -0.1090068370103836, 0.04223557561635971, -0.07260775566101074, -0.11009644716978073, -0.064747653901577, 0.07670023292303085, 0.1774943470954895, 0.1973901093006134, -0.09258431941270828, -0.029374873265624046, 0.13991348445415497, 0.05790586769580841, -0.006188175641000271, -0.071988545358181, -0.34837785363197327, -0.2170388400554657, 0.07929003983736038, -0.08250583708286285, -0.32857710123062134, 0.08309764415025711, 0.3944438099861145, 0.1054430902004242, -0.1232914999127388, -0.3089166581630707, 0.15477654337882996, 0.10996326059103012, -0.07550563663244247, -0.16399799287319183]"
639.0,"[-0.13930824398994446, 0.17557941377162933, -0.14921872317790985, 0.02680256776511669, 0.026067454367876053, 0.03289244696497917, 0.0634910836815834, -0.14852863550186157, -0.2886335551738739, -0.07600542157888412, 0.42918622493743896, 0.15689410269260406, -0.20939740538597107, -0.04473573714494705, 0.0856325775384903, 0.011363617144525051, 0.02617107331752777, 0.3470582664012909, -0.023644713684916496, 0.2150016725063324, -0.07281677424907684, 0.10728739202022552, 0.08115602284669876, 0.15258032083511353, 0.4083749055862427, -0.09326998144388199, 0.04652988165616989, -0.03817639872431755, -0.05234987661242485, 0.062161050736904144, 0.238090381026268, -0.30121663212776184]"
640.0,"[-0.022712623700499535, -0.07163985073566437, 0.01651737093925476, 0.37368687987327576, 0.2771402597427368, -0.13887032866477966, -0.030522119253873825, -0.19843074679374695, 0.1596105992794037, 0.13443337380886078, 0.4348563551902771, 0.03689815104007721, 0.20631389319896698, -0.05705122649669647, 0.03281230479478836, 0.18919497728347778, 0.041697245091199875, 0.09668715298175812, -0.039624571800231934, 0.13440220057964325, -0.03726785257458687, 0.02633061446249485, -0.18146079778671265, -0.027129750698804855, 0.42130598425865173, -0.2896133065223694, -0.006749134045094252, 0.05469418317079544, 0.05639360472559929, -0.1583143174648285, 0.15067195892333984, -0.13969014585018158]"
641.0,"[-0.08982300758361816, -0.19227339327335358, -0.04443053528666496, 0.2774244248867035, 0.2842040956020355, -0.09945930540561676, 0.03907087445259094, -0.11875846236944199, 0.1130458191037178, 0.28464531898498535, 0.3350621163845062, 0.06602570414543152, 0.11752571165561676, -0.20235083997249603, 0.07900545746088028, 0.3659689128398895, 0.04649855196475983, 0.16000334918498993, -0.0599311962723732, 0.15373918414115906, 0.01435950119048357, 0.08364944905042648, -0.2065320611000061, -0.07766181230545044, 0.28287047147750854, -0.2760769724845886, -0.09257905930280685, 0.19310234487056732, -0.05758543685078621, -0.10065388679504395, 0.1710817664861679, -0.0931541845202446]"
644.0,"[-0.10013753920793533, -0.26990807056427, -0.03826421871781349, 0.05475640669465065, 0.22754497826099396, -0.025149336084723473, 0.04975040629506111, 0.1336718201637268, -0.006865534000098705, 0.34145820140838623, 0.15309953689575195, 0.21160449087619781, -0.023751631379127502, -0.3300963044166565, -0.013039953075349331, 0.4119320809841156, -0.022929200902581215, 0.24117602407932281, -0.05458356812596321, 0.035245541483163834, 0.03285839408636093, 0.12468313425779343, -0.19406533241271973, -0.026229118928313255, 0.11461516469717026, -0.10577014833688736, -0.21557354927062988, 0.30488476157188416, -0.28110453486442566, -0.019219456240534782, 0.11577755212783813, -0.035103075206279755]"
647.0,"[0.06729020178318024, -0.029505491256713867, 0.1331644207239151, -0.03178517520427704, 0.12686678767204285, 0.10247467458248138, -0.11148712038993835, 0.12264304608106613, -0.11743975430727005, 0.1624954789876938, 0.3256095349788666, -0.03756999596953392, 0.0017349390545859933, 0.12195276468992233, 0.06607075780630112, -0.23454570770263672, 0.03846051171422005, 0.24368427693843842, -0.09383638203144073, -0.18055319786071777, -0.08953480422496796, 0.02467816323041916, -0.055624086409807205, -0.1715405434370041, 0.47014448046684265, 0.2730414867401123, 0.00865636020898819, -0.2485920935869217, -0.1830243021249771, -0.22449785470962524, -0.13188248872756958, 0.31264474987983704]"
648.0,"[0.20449310541152954, 0.2142183780670166, -0.11170472204685211, 0.06271310150623322, 0.11282040923833847, -0.09984780848026276, -0.09177493304014206, 0.03755728155374527, -0.3547919988632202, -0.09891412407159805, 0.5370638966560364, -0.04506933316588402, -0.113875612616539, 0.0532771572470665, 0.08695107698440552, -0.041153594851493835, 0.09530070424079895, 0.33821794390678406, 0.06856226921081543, -0.03806125372648239, -0.12954425811767578, -0.06410416215658188, -0.025080271065235138, 0.1254597157239914, 0.39489316940307617, -0.19294239580631256, 0.07563818246126175, -0.10579440742731094, -0.030305616557598114, -0.11390765011310577, 0.13364897668361664, 0.058657702058553696]"
649.0,"[0.1250784546136856, 0.35308682918548584, -0.0845373347401619, 0.07131683826446533, 0.11799019575119019, -0.16314104199409485, -0.12362716346979141, 7.443330832757056e-05, -0.29456284642219543, -0.15770824253559113, 0.49373120069503784, 0.03427143394947052, -0.06114088371396065, -0.007261460646986961, 0.0924294963479042, -0.038557592779397964, 0.15393194556236267, 0.3504244387149811, -0.02175872214138508, -0.007242151070386171, -0.024267885833978653, 0.02470296248793602, -0.002180596347898245, 0.23031944036483765, 0.37963882088661194, -0.17480656504631042, -0.021779539063572884, -0.09345274418592453, 0.012558359652757645, -0.06672216951847076, 0.17075000703334808, -0.04797926917672157]"
650.0,"[0.0984002947807312, -0.019404323771595955, 0.10212419927120209, 0.37210196256637573, 0.23619067668914795, -0.1583624631166458, -0.07335125654935837, -0.14970843493938446, 0.21706466376781464, -0.03043755516409874, 0.444693922996521, -0.06346822530031204, 0.22198322415351868, 0.04779314249753952, -0.024070823565125465, 0.012974346056580544, 0.04601801559329033, 0.014064647257328033, 0.033219706267118454, 0.012855923734605312, -0.06671981513500214, -0.0594334602355957, -0.13427138328552246, -0.06015510484576225, 0.49499639868736267, -0.2106250524520874, 0.10014722496271133, -0.08999139815568924, 0.18475447595119476, -0.20426014065742493, 0.08487416058778763, -0.08045501261949539]"
652.0,"[0.04467961937189102, -0.09858379513025284, 0.19281364977359772, 0.13436387479305267, 0.12704509496688843, 0.08698906004428864, -0.006088178139179945, 0.2132319211959839, 0.09989264607429504, 0.044558726251125336, 0.3287985026836395, 0.1321074366569519, -0.2521269619464874, 0.049865368753671646, 0.1943638175725937, -0.09533384442329407, 0.01991717703640461, 0.3681388199329376, 0.11116257309913635, -0.2460833340883255, 0.08125237375497818, -0.05515278875827789, -0.09176621586084366, -0.21668703854084015, 0.5129966139793396, 0.019654296338558197, 0.059737611562013626, -0.1524762660264969, 0.029315849766135216, -0.11887363344430923, 0.16015051305294037, 0.0923762321472168]"
653.0,"[-0.06251974403858185, -0.028351057320833206, 0.08511807024478912, 0.10939101874828339, 0.2617899477481842, -0.2255009412765503, 0.04386499896645546, 0.028696466237306595, -0.331452339887619, 0.15374650061130524, 0.42769742012023926, -0.23440596461296082, -0.06938741356134415, 0.010603471659123898, 0.11114104092121124, 0.05310856178402901, 0.06432075798511505, 0.15505066514015198, -0.2608572840690613, 0.02057977207005024, 0.04087061434984207, 0.27172529697418213, -0.14368371665477753, -0.2976445257663727, 0.3125016689300537, 0.06456970423460007, 0.08787195384502411, -0.02065245993435383, 0.16277578473091125, 0.10055866092443466, 0.1450725793838501, 0.11599630117416382]"
655.0,"[-0.12905149161815643, -0.2492634654045105, -0.05682472139596939, 0.14372219145298004, 0.193832129240036, -0.0887840986251831, 0.08203503489494324, 0.008968871086835861, 0.022358128800988197, 0.32806774973869324, 0.1484760195016861, 0.12506194412708282, -0.023789886385202408, -0.3726136386394501, 0.12000574171543121, 0.4544306695461273, 0.04858241230249405, 0.1733376681804657, -0.11661770939826965, 0.05180787295103073, 0.15684758126735687, 0.08668544888496399, -0.16136534512043, -0.065963976085186, 0.15557339787483215, -0.13385963439941406, -0.16150613129138947, 0.3322603106498718, -0.1818304806947708, 0.09739431738853455, 0.0803503543138504, -0.011527973227202892]"
659.0,"[0.02530166506767273, -0.15503159165382385, 0.49340397119522095, -0.01290895976126194, 0.05552498996257782, -0.1815333515405655, -0.08809222280979156, 0.09080760926008224, 0.14411404728889465, -0.06061631441116333, 0.3172011077404022, -0.147282212972641, 0.0928724929690361, 0.05616375058889389, 0.378961980342865, -0.11275956779718399, -0.24058732390403748, 0.18738366663455963, -0.02780301123857498, -0.12092803418636322, 0.1778484284877777, 0.11190509051084518, 0.13048596680164337, 0.03254440426826477, 0.3832225203514099, -0.12275127321481705, 0.04572495445609093, -0.11782517284154892, 0.11270996183156967, 0.050771452486515045, 0.01944565959274769, 0.02487020008265972]"
660.0,"[-0.030294109135866165, -0.13889561593532562, -0.034458890557289124, -0.11534107476472855, 0.2667684555053711, 0.061563678085803986, 0.02821364253759384, 0.11693654954433441, -0.1173429861664772, 0.3801690340042114, 0.28221672773361206, 0.046710945665836334, 0.006078843958675861, -0.06547757983207703, 0.08542101085186005, 0.1483910083770752, 0.006115494761615992, 0.3315798044204712, -0.310809850692749, -0.014635938219726086, -0.013337046839296818, 0.10100755095481873, -0.23289178311824799, -0.06802324950695038, 0.28518009185791016, 0.14151260256767273, -0.19299733638763428, -0.06263905763626099, -0.2859722077846527, -0.3043636679649353, -0.00011583057494135574, 0.0954897478222847]"
661.0,"[-0.10192861407995224, 0.04899462312459946, 0.25712695717811584, 0.12828458845615387, 0.0743594691157341, 0.07159163057804108, 0.02008487656712532, 0.2404373437166214, 0.21015475690364838, -0.1193486750125885, 0.30666878819465637, 0.07581634819507599, -0.053000859916210175, -0.009535080753266811, 0.1558655947446823, -0.06151837483048439, 0.24002155661582947, 0.1899745911359787, 0.18985840678215027, -0.2687751352787018, 0.2888849079608917, 0.011070814915001392, 0.049222733825445175, -0.19569158554077148, 0.43320271372795105, 0.1321539431810379, -0.09172476083040237, -0.1322292536497116, 0.2713746130466461, 0.012315952219069004, 0.12395419180393219, -0.010915744118392467]"
662.0,"[-0.08075112104415894, 0.11686836928129196, 0.09546598047018051, 0.055259473621845245, 0.12523598968982697, -0.057031478732824326, -0.06272423267364502, 0.212256520986557, -0.2946021854877472, -0.00403212383389473, 0.5086870193481445, 0.17863094806671143, 0.062438130378723145, 0.049545347690582275, -0.16119052469730377, 0.0039807590655982494, -0.09917618334293365, 0.2862941324710846, 0.05704180896282196, 0.007648692931979895, -0.1886318176984787, 0.16958200931549072, -0.17229458689689636, 0.2708441913127899, 0.26620516180992126, -0.17802390456199646, -0.15079310536384583, -0.07133769243955612, -0.1088138222694397, -0.0820542648434639, 0.22957448661327362, -0.16044434905052185]"
663.0,"[-0.01940925605595112, -0.049474067986011505, 0.061172861605882645, 0.05381687730550766, 0.2504359781742096, -0.12588821351528168, 0.09095140546560287, -0.019750406965613365, -0.4000595211982727, 0.17389114201068878, 0.43918243050575256, -0.26438382267951965, 0.09172499179840088, 0.17223873734474182, 0.023852907121181488, 0.014496193267405033, -0.06994924694299698, 0.02895122580230236, -0.292785108089447, 0.006171288434416056, -0.10346400737762451, 0.15267552435398102, -0.2971648871898651, -0.1672147810459137, 0.24042576551437378, 0.004066166467964649, 0.07288197427988052, -0.18287695944309235, 0.23129695653915405, -0.027013495564460754, 0.12342151254415512, -0.059767041355371475]"
