movieId,title,year,overview,genres
1484,Der Totmacher,1995.0,"Fritz Haarmann, who has killed at least 27 boys, is questioned by a psychology professor in order to find out whether he is sane and can be held responsible for his crimes. During this interrogation Haarmann reveals his motives and his killing methods.",Drama
1485,Get Carter,1971.0,"Michael Caine is Jack Carter, a small-time hood working in London. When word reaches him of his brothers death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why. Tough gangster film with grim humour.",Crime|Thriller
1487,Hellboy,2004.0,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",Fantasy|Action|Science Fiction
1488,綠草地,2005.0,"Bilike has never seen a ping-pong ball before. He and his family live without electricity and running water in a solitary tent home among the vast steppe grasslands. The magnificent landscape here has changed little since the days of Genghis Kahn. But life in the middle of nowhere can be exciting for a young boy. The smallest of details become big events for curious Bilike and his best friends Erguotou and Dawa. The mystery of the small white ball floating in the creek leads to questions about the world around them, as well as innocent mischief.",Drama|Comedy
1493,Miss Congeniality,2000.0,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",Comedy|Crime|Action
1495,Kingdom of Heaven,2005.0,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",Drama|Action|Adventure|History|War
1496,Cool as Ice,1991.0,"Johnny, a freewheeling, motorcycle-riding musician, rolls into a small town with his band, and meets Kathy, an honor student who catches his eye. Meanwhile, Kathy's father, after being in the Witness Protection Program, is finally found by the two corrupt cops he escaped from years ago, who claim he owes them a lot of money.",Drama|Action|Comedy|Music|Romance
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991.0,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",Science Fiction|Adventure|Action|Comedy|Family
1498,Teenage Mutant Ninja Turtles,1990.0,A quartet of mutated humanoid turtles clash with an uprising criminal gang of ninjas,Science Fiction|Action|Adventure|Comedy|Family
1499,Teenage Mutant Ninja Turtles III,1993.0,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",Action|Adventure|Comedy|Family|Fantasy|Science Fiction
1523,The Last King of Scotland,2006.0,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",Drama
1534,Pathfinder,2007.0,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",Adventure
1535,Spy Game,2001.0,"Veteran spy Nathan Muir is on the verge of retiring from the CIA when he learns that his one-time protégé and close friend, Tom Bishop, is a political prisoner sentenced to die in Beijing. Although their friendship has been marred by bad blood and resentment, Muir agrees to take on the most dangerous mission of his career and rescue Bishop.",Action|Crime|Thriller
1537,Changing Lanes,2002.0,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",Action|Adventure|Crime|Thriller
1538,Collateral,2004.0,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,Drama|Crime|Thriller
1539,Keine Lieder über Liebe,2005.0,No overview found.,Music|Drama|Romance
1541,Thelma & Louise,1991.0,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",Drama|Thriller|Crime|Adventure
1542,Office Space,1999.0,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,Comedy|Crime
1543,Emmas Glück,2006.0,"Upon being informed that he is fatally ill with cancer, Max, who works at a used car store, steals money which his boss has gained through illegal means. When fleeing from the scene of the crime Max crashes his car. He is pulled unconscious from the destroyed vehicle by a homely young woman, Emma, who lives alone on a farm where Max decides to stay in order to hide from the police and his boss.",Drama
1544,Imagine Me & You,2005.0,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",Drama|Comedy|Romance
1546,Thumbsucker,2005.0,"Justin, a teenager boy, throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.",Comedy|Drama
1547,The Lost Boys,1987.0,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,Horror|Comedy
1548,Ghost World,2001.0,"A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.",Comedy|Drama
1549,L'Esquive,2003.0,"The life of a band of teenager in a suburb near Paris. But instead of showing what would be the ""urban legend"" of this kind of poor suburb (violence, rapes...), Abdelatif Kechiche shows us what's the daily life of those guys: not much to do, not much dreams. Still, some of them have fun rehearsing for a play. Among those ""players"", Lydia, long time friend of Krimo... And Krimo, a bit shy, finds himself in love with this joyful girl.",Romance|Drama
1550,Pieces of April,2003.0,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",Comedy|Drama
1551,Flatliners,1990.0,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",Drama|Horror|Science Fiction|Thriller
1552,Parenthood,1989.0,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",Comedy|Drama|Family
1553,De battre mon cœur s'est arrêté,2005.0,"Like his father, Tom is a real estate agent who makes his money from dirty, and sometimes brutal, deals. But a chance encounter prompts him to take up the piano and become a concert pianist. He auditions with the help of a beautiful, young virtuoso pianist who cannot speak French - music is their only exchange. But pressures from the ugly world of his day job soon become more than he can handle...",Drama|Thriller
1554,Down by Law,1986.0,The story of three men from completely different tracks who all meet in a Louisiana prison cell and eventually begin an awkward journey together.,Crime|Drama|Comedy
1555,L'Auberge espagnole,2002.0,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",Drama|Comedy|Romance
1556,薔薇の葬列,1969.0,"A feverish collision of avant-garde aesthetics and grind-house shocks (not to mention a direct influence on Stanley Kubrick’s A Clockwork Orange), Funeral Parade of Roses takes us on an electrifying journey into the nether-regions of the late-’60s Tokyo underworld. In Toshio Matsumoto’s controversial debut feature, seemingly nothing is taboo: neither the incorporation of visual flourishes straight from the worlds of contemporary graphic-design, painting, comic-books, and animation; nor the unflinching depiction of nudity, sex, drug-use, and public-toilets. But of all the “transgressions” here on display, perhaps one in particular stands out the most: the film’s groundbreaking and unapologetic portrayal of Japanese gay subculture.",Drama
1557,23,1998.0,"The movie's plot is based on the true story of a group of young computer hackers from Hannover, Germany. In the late 1980s the orphaned Karl Koch invests his heritage in a flat and a home computer. At first he dials up to bulletin boards to discuss conspiracy theories inspired by his favorite novel, R.A. Wilson's ""Illuminatus"", but soon he and his friend David start breaking into government and military computers. Pepe, one of Karl's rather criminal acquaintances senses that there is money in computer cracking - he travels to east Berlin and tries to contact the KGB.",Drama|Thriller
1561,Mouchette,1967.0,Robert Bresson plumbs great reservoirs of feelings with one of the most searing portraits of human desperation ever put on film.,Drama
1562,28 Weeks Later,2007.0,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",Horror|Thriller|Science Fiction
1563,Sans soleil,1983.0,"""He wrote me..."" A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.",Documentary
1566,Die Brücke,1959.0,"A group of German boys are ordered to protect a small bridge in their home village during the waning months of the second world war. Truckloads of defeated, cynical Wehrmacht soldiers flee the approaching American troops, but the boys, full of enthusiasm for the ""blood and honor"" Nazi ideology, stay to defend the useless bridge.",Drama|History|War
1567,Seul contre tous,1998.0,The Butcher (known from Noe's short film Carne) has done some time in jail after beating up the guy who tried to seduce his teenage mentally-handicapped daughter. Now he wants to start a new life. He leaves his daughter in an institution and moves to Lille suburbs with his mistress. She promised him a new butcher shop. She lied. The butcher decides to go back to Paris and find his daughter.,Drama|Thriller
1571,Live Free or Die Hard,2007.0,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",Action|Thriller
1572,Die Hard: With a Vengeance,1995.0,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",Action|Thriller
1573,Die Hard 2,1990.0,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",Action|Thriller
1574,Chicago,2002.0,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,Action|Comedy|Crime|Drama|Music
1577,Resident Evil: Apocalypse,2004.0,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",Horror|Action|Science Fiction
1578,Raging Bull,1980.0,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",Drama
1579,Apocalypto,2006.0,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",Action|Adventure|Drama|Thriller
1580,Rope,1948.0,"Two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime.",Crime|Drama|Mystery|Thriller
1581,The Holiday,2006.0,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.",Comedy|Romance
1583,Lammbock,2001.0,"Stefan and Kai have good going business, self-grown cannabis screened as pizza delivering service. For now they only have to deal with plant-louses.",Comedy
1584,School of Rock,2003.0,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",Comedy|Music
1585,It's a Wonderful Life,1946.0,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",Drama|Family|Fantasy
1586,Secret Window,2004.0,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",Thriller|Mystery
1587,What's Eating Gilbert Grape,1993.0,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",Romance|Drama
1588,Bring It On,2000.0,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",Comedy
1589,The Boys from County Clare,2003.0,Two feuding brothers and their respective Ceilidh bands compete at a music festival. Set in 1960's Ireland.,Romance|Comedy|Music
1590,Copying Beethoven,2006.0,"A fictionalised exploration of Beethoven's life in his final days working on his Ninth Symphony. It is 1824. Beethoven is racing to finish his new symphony. However, it has been years since his last success and he is plagued by deafness, loneliness and personal trauma. A copyist is urgently needed to help the composer. A fictional character is introduced in the form of a young conservatory student and aspiring composer named Anna Holtz. The mercurial Beethoven is skeptical that a woman might become involved in his masterpiece but slowly comes to trust in Anna's assistance and in the end becomes quite fond of her. By the time the piece is performed, her presence in his life is an absolute necessity. Her deep understanding of his work is such that she even corrects mistakes he has made, while her passionate personality opens a door into his private world.",Drama
1591,Nirgendwo in Afrika,2001.0,"A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina, to join her husband, Walter, on a farm in Kenya. At first, Jettel refuses to adjust to her new circumstances, bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world, forming a strong bond with her father's cook, an African named Owuor.",Drama
1592,Primal Fear,1996.0,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",Crime|Drama|Mystery|Thriller
1593,Night at the Museum,2006.0,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",Action|Adventure|Comedy|Family|Fantasy
1594,A Shot in the Dark,1964.0,A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.,Comedy|Crime
1595,Land of Plenty,2004.0,"After living abroad, Lana returns to the United States, and finds that her uncle is a reclusive vagabond with psychic wounds from the Vietnam War.",Drama|History|War
1596,Population 436,2006.0,A census-taker (Sisto) is sent to investigate why a certain small town has had the same population -- 436 residents -- for the last 100 years.,Drama|Horror|Mystery|Thriller
1597,Meet the Parents,2000.0,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",Comedy|Romance
1598,Cape Fear,1991.0,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",Crime|Thriller
1599,I Heart Huckabees,2004.0,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.",Comedy|Romance
1600,La double vie de Véronique,1991.0,"Veronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Veronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Veronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",Drama|Thriller
1608,When Saturday Comes,1996.0,"Jimmy Muir comes from a typical gritty, northern town where there are only two options: working down the pit or in a factory. But Jimmy has other ideas - he dreams of becoming a professional footballer. Confronted by a bitter and unsupportive father, hard drinking friends and a lifetime of bad habits...has Jimmy the will to achieve his ultimate goal?",Drama
1609,There's Only One Jimmy Grimble,2000.0,"Jimmy Grimble is a shy Manchester school boy. At school he is constantly being bullied by the other kids, and at home he has to face his mother's new boyfriend. However, through football, and some special boots, he manages to gain the confidence to succeed and leads his school football team towards the final of the local schools cup.",Comedy
1610,Fever Pitch,1997.0,"A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail biting climax.",Comedy|Romance
1611,Das Wunder von Bern,2003.0,"The movie deals with the championship-winning German soccer team of 1954. Its story is linked with two others: The family of a young boy is split due to the events in World War II, and the father returns from Russia after eleven years. The second story is about a reporter and his wife reporting from the tournament.",Drama|Comedy
1613,The 51st State,2001.0,"Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful, blue concoction guaranteed to take you to 'the 51st state.' McElroy's new product delivers a feeling 51 times more powerful than any thrill, any pleasure, any high in history. But his plans for a quick, profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses.",Thriller|Action|Comedy|Crime
1615,Erkan & Stefan gegen die Mächte der Finsternis,2002.0,A couple of slackers find an antique dagger and manage to free the gorgeous female warrior was imprisoned in it by an evil spell. An evil sorcerer is not happy by this turn of events and determines to possess both the blade and the warrior through a sacrificial ceremony. The two heroes manage to rescue the damsel in distress and defeat the wizard and his minions by employing skills mastered through hours of video game play.,Comedy
1616,Erkan & Stefan in Der Tod kommt krass,2005.0,The 3rd movie by the comedian duo Erkan and Stefan.,Comedy
1619,The Way of the Gun,2000.0,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.",Action|Crime|Drama|Thriller
1620,Hitman,2007.0,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",Action|Crime|Drama|Thriller
1621,Trading Places,1983.0,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,Comedy
1622,Lemming,2005.0,"After the death of his boss's wife, a young engineer faces the sudden psychological metamorphosis of his own wife, seemingly possessed by the soul of the deceased...",Drama|Thriller|Mystery
1623,Brubaker,1980.0,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,Crime|Drama
1624,Liar Liar,1997.0,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",Comedy
1626,Vivre sa vie: film en douze tableaux,1962.0,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,Drama
1627,L'Enfant sauvage,1970.0,"Director François Truffaut makes a rare on-screen appearance in one of his most unusual films. Based on a true story, the film follows the discovery of a feral child (Jean-Pierre Cargol) who's grown up wild in the forest in late-18th-century France. Truffaut plays Dr. Jean Itard, the deaf specialist who tries to civilize the boy, teaching him to walk, speak and read; the screenplay was adapted from Itard's writings.",Drama
1628,Jules et Jim,1962.0,"In Paris, before WWI, two friends, Jules (Austrian) and Jim (French) fall in love with the same woman, Catherine. But Catherine loves and marries Jules. After the war, when they meet again in Germany, Catherine starts to love Jim... This is the story of three people in love, a love which does not affect their friendship, and about how their relationship evolves with the years.",Drama|Romance
1629,La chinoise,1967.0,"A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism.",Comedy|Drama
1630,The People vs. Larry Flynt,1996.0,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",Drama
1631,Une vraie jeune fille,1976.0,"Bored and restless, Alice spends much of her time lusting after Jim, a local sawmill worker. When not lusting after him, Alice fills the hours with such pursuits as writing her name on a mirror with vaginal secretions and wandering the fields with her underwear around her ankles. And, in true teenaged tradition, she spends a lot of time writing in her diary.",Drama
1632,Mississippi Burning,1988.0,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner.",Thriller|Crime|Drama
1633,Fried Green Tomatoes,1991.0,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",Drama|Comedy
1635,The Island,2005.0,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",Action|Thriller|Science Fiction|Adventure
1636,Bedazzled,2000.0,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",Fantasy|Comedy|Romance
1639,Speed 2: Cruise Control,1997.0,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,Action|Adventure|Thriller
1640,Crash,2004.0,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Drama
1641,Forces of Nature,1999.0,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",Romance|Comedy
1642,The Net,1995.0,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...",Crime|Drama|Mystery|Thriller|Action
1643,Ultimo tango a Parigi,1972.0,A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.,Drama|Romance
1644,The Vanishing,1993.0,"A young woman (Sandra Bullock) mysteriously disappears, sending her boyfriend Jeff (Kiefer Sutherland) on a years-long quest to find her. Not even a new love (Nancy Travis) can keep him from his obsessive search. All the while, the calculating psychopath (Jeff Bridges) who kidnapped his girlfriend stalks Jeff, ultimately taking him through the exact same steps that led to the crime. In order to find out what happened, Jeff must put his own life in the hands of this devious stranger.",Thriller|Drama|Mystery
1645,A Time to Kill,1996.0,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",Crime|Drama|Thriller
1646,Freedom Writers,2007.0,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",Crime|Drama
1647,The Recruit,2003.0,"A brilliant CIA trainee must prove his worth at the Farm, the agency's secret training grounds, where he learns to watch his back and trust no one.",Action|Thriller
1648,Bill & Ted's Excellent Adventure,1989.0,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",Adventure|Comedy|Science Fiction
1649,Bill & Ted's Bogus Journey,1991.0,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",Adventure|Comedy|Family|Fantasy|Science Fiction
1651,La sirène du Mississipi,1969.0,"Adapted from a story by William Irish, it's a noirish tale of a man who orders a mail-order bride but receives instead a con woman.",Crime|Drama|Romance
1652,00 Schneider - Jagd auf Nihil Baxter,1994.0,"The funny clown Bratislav Metulskie is found dead in circus ""Apollo"". The retired commissioner 00 Schneider is asked to assume control of the case. Schneider and his aged sidekick Körschgen investigate to find the murderer.",Comedy|Crime
1653,Diarios de motocicleta,2004.0,"""The Motorcycle Diaries"" is based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he, and best friend Alberto Granado, had while crossing South America by motorcycle in the early 1950s.",Drama
1654,The Dirty Dozen,1967.0,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",Action|Adventure|War
1655,Praxis Dr. Hasenbein,1997.0,No overview found.,Comedy
1656,The Legend of Zorro,2005.0,"Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",Action|Adventure
1659,Texas - Doc Snyder hält die Welt in Atem,1993.0,No overview found.,Comedy|Western
1660,L'argent de poche,1976.0,"Various experiences of childhood are seen in several sequences that take place in the small town of Thiers, France. Vignettes include a boy's awakening interest in girls, couples double-dating at the movies, brothers giving their friend a haircut, a boy dealing with an abusive home life, a baby and a cat sitting by an open window, a child telling a dirty joke, and a boy who develops a crush on his friend's mother.",Drama|Comedy
1661,Absolute Giganten,1999.0,"The Hamburg friends Walter, Ricco and Floyd take each day as it comes between the estates of tower blocks and fast food restaurants. All three are in their early twenties and are dreaming of another life when Floyd suddenly takes a job on a freighter going to Singapore…",Drama|Comedy
